name,class,tier,mode,build,video,duration,created_at,updated_at
萌萌哒-玄鹰,sorcerer,153,softcore,"""""",https://www.bilibili.com/video/BV1xYp8eGEK3/,872,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
Sagittarian,rogue,147,softcore,"""""",https://youtu.be/BlLNFjDq4Hw,861,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
Astraea,rogue,140,softcore,"""""",https://youtu.be/9ozHfYJ1TGk,689,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
ProPain,sorcerer,154,softcore,"""""",https://www.youtube.com/watch?v=vV56d3H-sjQ,829,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
Suuuultssy,necromancer,153,softcore,"""""",https://www.bilibili.com/video/BV16EpBe9E3w/,877,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Suuuultssy,necromancer,154,softcore,"""""",https://www.bilibili.com/video/BV16EpBe9E3w/,895,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
Billy,sorcerer,152,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://youtu.be/inFVpM3yq40,662,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
gabriel#1861,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=Ui38V_TR1o0,831,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
voidseer,sorcerer,162,softcore,https://maxroll.gg/d4/planner/gn79n085,https://www.youtube.com/watch?v=vzotnaFWlP4,853,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
快感の向こう側,rogue,150,softcore,"""""",https://www.youtube.com/watch?v=y2_0t0-pm30&lc=UgxhWWaqfD6-eEOC5Ch4AaABAg,630,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
RR1,sorcerer,153,softcore,"""""",https://www.youtube.com/watch?v=qjuKIURuOKs,758,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
西恩,sorcerer,151,softcore,"""""",https://youtu.be/5ONwY-XCD0w?si=1o6H48o4DxcuJUXV,620,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
Forestbog,rogue,145,softcore,https://d4builds.gg/builds/99a29675-89c9-4a47-b6d8-956d2a49d7c3/,https://youtu.be/GETVJwa4l48?si=wG8L5mCGoecMyWPJ,898,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
himotep,barbarian,126,softcore,"""""",https://youtu.be/CtKsrN86AoM?si=heUiDbwc2A-LDwvH,570,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
cyb3rgam3r420,druid,149,softcore,"""""",https://x.com/cyb3rgam3r420/status/1831925432478003490,899,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
Forestbog,rogue,146,softcore,https://d4builds.gg/builds/99a29675-89c9-4a47-b6d8-956d2a49d7c3/,https://youtu.be/-Mi-IYN_Ftc?si=LGTf16yfItU6VH8T,897,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
PetitBAT,rogue,147,softcore,https://maxroll.gg/d4/planner/yja304gm#4,https://youtu.be/l4dXpkMcTeY,839,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
唯沐千秋,sorcerer,156,softcore,"""""",https://www.bilibili.com/video/BV1nv48e1EWM/,703,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
鱼某人不想说话,sorcerer,150,softcore,"""""",https://www.bilibili.com/video/BV1rwpnekE9h/,826,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
ナンセンおじ,rogue,140,softcore,"""""",https://www.youtube.com/watch?v=NfsDNVwmJ18,674,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
Storm,sorcerer,138,softcore,"""""",https://www.youtube.com/watch?v=eJyQcktVJtE,600,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
Muromez,sorcerer,157,softcore,https://maxroll.gg/d4/planner/fda7l0st#1,https://www.youtube.com/watch?v=l9UEGn46-7w,899,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
kaeshin,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=34d9yyFrbWE,606,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
kaeshin,sorcerer,152,softcore,"""""",https://www.youtube.com/watch?v=4Vt23s2VbvM,766,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
ChrisGrandPa,sorcerer,151,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=vNraIxjj38Q,898,2024-09-11T04:00:00Z,2024-09-11T04:00:00Z
ElonSauce,rogue,149,softcore,https://mobalytics.gg/diablo-4/profile/8a457cb7-379e-4f35-8f80-f78d28adff6c/builds/590d901d-eacc-4b1b-ad23-3c1b2fd3d9a7?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=1,https://youtu.be/q6MOffPZLQk?si=_zlw5zgsktW2lSHK,724,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
voidseer,sorcerer,163,softcore,https://maxroll.gg/d4/planner/3j9vn0sh,https://www.youtube.com/watch?v=MgcGMXZpqI8,828,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
Necromancer,necromancer,154,softcore,"""""",https://www.youtube.com/watch?v=9NYpI_P9DsM,868,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
FP,rogue,150,softcore,"""""",https://youtu.be/ydDx6JzAM2g,878,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
ProPain,sorcerer,155,softcore,"""""",https://www.youtube.com/watch?v=-AOqpo2BfX0,851,2024-09-11T04:00:00Z,2024-09-11T04:00:00Z
Forestbog,rogue,147,softcore,"""""",https://youtu.be/jU2HWwXLUMI?si=tQnPda6lC2Dy05bz,886,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
抖抖不要抖,sorcerer,150,softcore,"""""",https://www.bilibili.com/video/BV1Vn4ieJE5P/,874,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
あらん,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=GYX_E43GHVY,810,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
taicho,rogue,130,softcore,https://d4builds.gg/builds/1b51a0e3-ad0e-4d1a-98f9-7bd49bdc318a/,https://www.youtube.com/watch?v=s4jE4oEwUsc,844,2024-09-09T04:00:00Z,2024-09-09T04:00:00Z
와니,sorcerer,150,softcore,https://diablo4.inven.co.kr/db/paragon/76224,https://www.youtube.com/watch?v=lYpBUYGNp_I,900,2024-09-10T04:00:00Z,2024-09-10T04:00:00Z
Zeiss,necromancer,122,hardcore,"""""",https://youtu.be/qPLRNpaybpo?si=oVwzzDIx5eXB3R4r,803,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
CraftyXII,rogue,152,softcore,https://maxroll.gg/d4/planner/az4kh0sv,https://www.youtube.com/watch?v=qhnANt5Ehh8,841,2024-09-08T04:00:00Z,2024-09-08T04:00:00Z
PetitBOT,rogue,150,softcore,https://maxroll.gg/d4/planner/r6dac08w,https://youtu.be/RsOpaoVPAdM,697,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
origami 327,necromancer,152,softcore,https://maxroll.gg/d4/planner/sbcn608e,https://www.youtube.com/watch?v=DzgM6goYrhU,882,2024-09-11T04:00:00Z,2024-09-11T04:00:00Z
AdonisAncestors,sorcerer,149,softcore,"""""",https://www.youtube.com/watch?v=qlE41uct4sk,781,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
Forestbog,rogue,148,softcore,"""""",https://youtu.be/3zshL3bcUd0?si=AQ-CGIBAI0Yeuau1,888,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
PSDK,barbarian,144,softcore,"""""",https://youtu.be/oJ_o5m2Zy6A,847,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
これにて,necromancer,154,softcore,"""""",https://www.youtube.com/watch?v=76Xa4ZowHxA,871,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
HYPURRDBLNKL,sorcerer,141,softcore,"""""",https://www.youtube.com/watch?v=my3kWUchAAQ,779,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
Astraea,rogue,141,softcore,"""""",https://www.youtube.com/watch?v=n0lBZXp0yVE,722,2024-09-11T04:00:00Z,2024-09-11T04:00:00Z
itachity,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=fOgRCfT_HYc,788,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
voidseer,sorcerer,164,softcore,https://maxroll.gg/d4/planner/t2eln0sy,https://www.youtube.com/watch?v=cJ8FiaMY9_E,850,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
西恩,sorcerer,153,softcore,"""""",https://www.youtube.com/watch?v=E2F_Pl_1cOY,848,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
Mekuna,sorcerer,140,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/54517acb-4eb2-4f9c-96c9-1d3207a0a443?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=2,https://www.youtube.com/watch?v=gGESR07YRfU,886,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
AdonisAncestors,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=2W8qyO3Lupc,848,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
Austin Sims,rogue,150,softcore,"""""",https://www.youtube.com/watch?v=TqI0fGrWD-k,767,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
Rush,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=zqfK2hBFAsw,680,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
にこる,rogue,151,softcore,"""""",https://www.youtube.com/watch?v=PAyPJgNqJ7s,877,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
푸들멈머,sorcerer,153,softcore,"""""",https://www.youtube.com/watch?v=HJmpKmg2cNA,699,2024-09-12T04:00:00Z,2024-09-12T04:00:00Z
Sberla,sorcerer,155,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=I9m_yegsma4,814,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
Skydro,sorcerer,155,softcore,"""""",https://youtu.be/A7roq0D9lmY?si=joGvrJ6b0ihJWRNZ,792,0024-09-13T04:56:02Z,0024-09-13T04:56:02Z
Andy,barbarian,142,softcore,"""""",https://www.youtube.com/watch?v=6lhYGg-fj9o,866,0024-09-13T04:56:02Z,0024-09-13T04:56:02Z
RHYME,sorcerer,154,softcore,"""""",https://youtu.be/B6twkVjfQUw,879,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
CraftyXII,rogue,154,softcore,https://maxroll.gg/d4/planner/az4kh0sv,https://www.youtube.com/watch?v=YDwA3WsarQM,829,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
voidseer,sorcerer,165,softcore,https://maxroll.gg/d4/planner/pdft608o,https://www.youtube.com/watch?v=UlC27stDkaA,813,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
Skydro,sorcerer,156,softcore,"""""",https://youtu.be/6RfIHj8xkJY?si=f1Eo45FpIB4_xlfF,897,0024-09-14T04:56:02Z,0024-09-14T04:56:02Z
itachity,sorcerer,153,softcore,"""""",https://youtu.be/qxPiYX70r_s,803,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
ChrisGrandPa,sorcerer,152,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=zwOmRcjpE_k,882,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
tjoker19,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=B0TLmxQyE2w,880,2024-09-13T04:00:00Z,2024-09-13T04:00:00Z
fr0d0b0ls0n,druid,140,softcore,https://maxroll.gg/d4/planner/ui9ik0c0#6,https://youtu.be/oOAS38KCehA,762,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
Dinosaurd123,sorcerer,148,hardcore,"""""",https://www.youtube.com/watch?v=6jHR2Tc4svM,802,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
Yesnylntto,necromancer,150,softcore,"""""",https://www.bilibili.com/video/BV17mtKeVEmf/,851,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
AngelsBeast,druid,145,softcore,"""""",https://youtu.be/PMr25EDf2qM,756,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
Sberla,sorcerer,156,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=FCuFuSnEKhg,889,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
Valinor,sorcerer,101,softcore,"""""",https://youtu.be/BFOXBNQzX-Q,52,2024-09-14T04:00:00Z,2024-09-14T04:00:00Z
Zzzz,sorcerer,144,softcore,"""""",https://youtu.be/ksMyWKe6UEw?si=yZI0l8vZlpMoO2uc,555,2024-09-15T04:00:00Z,2024-09-15T04:00:00Z
ChrisGrandPa,sorcerer,153,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=7oaDa6BdprM,857,2024-09-15T04:00:00Z,2024-09-15T04:00:00Z
AngelsBeast,druid,146,softcore,"""""",https://youtu.be/ltMVroBCj1E,798,2024-09-15T04:00:00Z,2024-09-15T04:00:00Z
<DC>호남향우회,sorcerer,101,softcore,"""""",https://www.youtube.com/watch?v=T_SJIArI_IM,35,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
